gatewayFid,MIDActual,vampMid,mastercardMid,gateway,brand,currency,RDR Merchant Name,DBA,BIN,CAID,IsActive,isCrossBorder,processWallet,Duplicate ?
cwams-usd-tav-monthly-x,Cardworks - Total AV - USD,Cardworks - Total AV,Cardworks - Total AV,Cardworks,Total AV,USD,,,,,FALSE,FALSE,FALSE,1
merrick-usd-tav-x,Merrick - Total AV - USD,Merrick USA - Total AV,Merrick USA - Total AV,Merrick,Total AV,USD,ProtectedNet - 462585 - 482960100005053,ProtectedNet,462585,4.83E+14,FALSE,TRUE,FALSE,1
braintree-usd-tav-x,Braintree - Total AV - USD,Braintree USA - Total AV,Braintree USA - Total AV,Braintree,Total AV,USD,TOTALAV.COM - 411641 - 526448392880,TOTALAV.COM,411641,5.26E+11,FALSE,FALSE,TRUE,1
adyen-usd-tav-ultimate-x,Adyen USA - Total AV Ultimate,Adyen_TotalAVUltimate,Adyen_TotalAVUltimate_US,Adyen,Total AV,USD,,,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-usd-tav-emea-x,Adyen - Total AV - USD,Adyen_TotalAV,Adyen_TotalAV_EMEA,Adyen,Total AV,USD,TOTALAV.COM - 487530 - 487530001594241,TOTALAV.COM,487530,4.88E+14,FALSE,TRUE,TRUE,1
authorize-usd-tav-x,Authorize - Total AV - USD,Authorize - Total AV,Authorize - Total AV,Authorize,Total AV,USD,,,,,FALSE,FALSE,FALSE,1
woodforest-usd-tav-x,WoodForest - Total AV - USD,WoodForest - Total AV,WoodForest - Total AV,WoodForest,Total AV,USD,,,,,FALSE,FALSE,FALSE,1
adyen-aud-tcl,Adyen - Total Cleaner - AUD,Adyen_TotalCleaner,Adyen_TotalCleaner_US,Adyen,Total Cleaner,AUD,,,,,FALSE,FALSE,TRUE,1
adyen-cad-tcl,Adyen - Total Cleaner - CAD,Adyen_TotalCleaner,Adyen_TotalCleaner_US,Adyen,Total Cleaner,CAD,,,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-eur-tcl,Adyen - Total Cleaner - EUR,Adyen_TotalCleaner,Adyen_TotalCleaner_EMEA,Adyen,Total Cleaner,EUR,,ProtectedNet,,,FALSE,FALSE,TRUE,1
adyen-gbp-tcl,Adyen - Total Cleaner - GBP,Adyen_TotalCleaner,Adyen_TotalCleaner_EMEA,Adyen,Total Cleaner,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-tcl-us,Adyen - Total Cleaner - GBP,Adyen_TotalCleaner,Adyen_TotalCleaner_US,Adyen,Total Cleaner,GBP,,,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-usd-tcl,Adyen - Total Cleaner - USD,Adyen_TotalCleaner,Adyen_TotalCleaner_US,Adyen,Total Cleaner,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-tcl-x-tab,Adyen - Total Cleaner - USD,Adyen_TotalCleaner,Adyen_TotalCleaner_US,Adyen,Total Cleaner,USD,,,,,FALSE,FALSE,TRUE,1
bancard-usd-tcl,Bancard - Total Cleaner - USD,Bancard - Total Cleaner,Bancard - Total Cleaner,Bancard,Total Cleaner,USD,,ProtectedNet,,,FALSE,FALSE,FALSE,1
cwams-usd-tcl,Cardworks - Total Cleaner - USD,Cardworks - Total Cleaner,Cardworks - Total Cleaner,Cardworks,Total Cleaner,USD,,,,,FALSE,FALSE,FALSE,1
epx-usd-tcl,EPX - Total Cleaner - USD,EPX USA - Total Cleaner,EPX USA - Total Cleaner,EPX,Total Cleaner,USD,,ProtectedNet,429128,A0000000000N5BB,FALSE,FALSE,TRUE,1
paysafe-gbp-tcl,PaySafe - Total Cleaner - GBP,PaySafe - Total Cleaner,PaySafe - Total Cleaner,PaySafe,Total Cleaner,GBP,,,,,FALSE,FALSE,FALSE,1
paysafe-usd-tcl,PaySafe - Total Cleaner - USD,PaySafe - Total Cleaner,PaySafe - Total Cleaner,PaySafe,Total Cleaner,USD,,,,,FALSE,TRUE,TRUE,1
paysafe-eur-tcl,PaySafe - Total Cleaner - EUR,PaySafe - Total Cleaner,PaySafe - Total Cleaner,PaySafe,Total Cleaner,EUR,,,,,FALSE,FALSE,FALSE,1
braintree-usd-tcl,Braintree - Total Cleaner - USD,Braintree - Total Cleaner,Braintree - Total Cleaner,Braintree,Total Cleaner,USD,,,,,FALSE,FALSE,TRUE,1
braintree-cad-tcl,Braintree - Total Cleaner - CAD,Braintree - Total Cleaner,Braintree - Total Cleaner,Braintree,Total Cleaner,CAD,,,,,FALSE,FALSE,TRUE,1
braintree-aud-tcl,Braintree - Total Cleaner - AUD,Braintree - Total Cleaner,Braintree - Total Cleaner,Braintree,Total Cleaner,AUD,,,,,FALSE,FALSE,TRUE,1
paypal-gbp-tcl,Paypal,Paypal,Paypal,Paypal,Total Cleaner,GBP,,,,,FALSE,FALSE,FALSE,1
braintree-gbp-tcl,Braintree - Total Cleaner - GBP,Braintree - Total Cleaner,Braintree - Total Cleaner,Braintree,Total Cleaner,GBP,,,,,FALSE,FALSE,TRUE,1
braintree-eur-tcl,Braintree - Total Cleaner - EUR,Braintree - Total Cleaner,Braintree - Total Cleaner,Braintree,Total Cleaner,EUR,,,,,FALSE,FALSE,TRUE,1
paypal-usd-tcl,Paypal,Paypal,Paypal,Paypal,Total Cleaner,USD,,,,,FALSE,FALSE,FALSE,1
paypal-eur-tcl,Paypal,Paypal,Paypal,Paypal,Total Cleaner,EUR,,,,,FALSE,FALSE,FALSE,1
paypal-aud-tcl,Paypal,Paypal,Paypal,Paypal,Total Cleaner,AUD,,,,,FALSE,FALSE,FALSE,1
paypal-cad-tcl,Paypal,Paypal,Paypal,Paypal,Total Cleaner,CAD,,,,,FALSE,FALSE,FALSE,1
adyen-aud-tdr,Adyen - Total Drive - AUD,Adyen_TotalDrive,Adyen_TotalDrive_US,Adyen,Total Drive,AUD,totaldrive - 479338 - 479338002174116,totaldrive,479338,4.79E+14,TRUE,FALSE,TRUE,1
adyen-cad-tdr,Adyen - Total Drive - CAD,Adyen_TotalDrive,Adyen_TotalDrive_US,Adyen,Total Drive,CAD,totaldrive - 479338 - 479338002174116,totaldrive,479338,4.79E+14,TRUE,FALSE,TRUE,1
adyen-eur-tdr,Adyen - Total Drive - EUR,Adyen_TotalDrive,Adyen_TotalDrive_EMEA,Adyen,Total Drive,EUR,TotalDrive.com - 487530 - 487530001668599,TotalDrive.com,487530,4.88E+14,TRUE,FALSE,TRUE,1
adyen-gbp-mc-tdr,Adyen - Total Drive - GBP,Adyen_TotalDrive,Adyen_TotalDrive_EMEA,Adyen,Total Drive,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-tdr,Adyen - Total Drive - GBP,Adyen_TotalDrive,Adyen_TotalDrive_EMEA,Adyen,Total Drive,GBP,TotalDrive.com - 487530 - 487530001668599,TotalDrive.com,487530,4.88E+14,TRUE,FALSE,TRUE,1
adyen-gbp-tdr-test,Adyen EMEA - Total Drive,Adyen_TotalDrive,Adyen_TotalDrive_EMEA,Adyen,Total Drive,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-usd-tdr,Adyen - Total Drive - USD,Adyen_TotalDrive,Adyen_TotalDrive_US,Adyen,Total Drive,USD,totaldrive - 479338 - 479338002174116,totaldrive,479338,4.79E+14,TRUE,FALSE,TRUE,1
adyen-usd-tdr-cap1,Adyen - Total Drive - USD,Adyen_TotalDrive,Adyen_TotalDrive_US,Adyen,Total Drive,USD,,,,,FALSE,FALSE,TRUE,1
authorize-usd-tdr,Authorize - Total Drive - USD,Authorize - Total Drive,Authorize - Total Drive,Authorize,Total Drive,USD,,,469216,6.87E+14,TRUE,FALSE,FALSE,1
braintree-aud-tdr,Braintree - Total Drive - AUD,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,AUD,Total Drive - 465737 - 020484101,Total Drive,465737,20484101,TRUE,FALSE,TRUE,1
braintree-cad-tdr,Braintree - Total Drive - CAD,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,CAD,Total Drive - 465737 - 020484101,Total Drive,465737,20484101,TRUE,FALSE,TRUE,1
braintree-eur-tdr,Braintree - Total Drive - EUR,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,EUR,Total Drive - 465737 - 020484101,Total Drive,465737,20484101,TRUE,FALSE,TRUE,1
braintree-gbp-tdr,Braintree - Total Drive - GBP,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,GBP,Total Drive - 465737 - 020484101,Total Drive,465737,20484101,TRUE,FALSE,TRUE,1
braintree-gbp-tdr-gp,Braintree - Total Drive - GBP,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,GBP,Total Drive - 465737 - 020484101,Total Drive,465737,20484101,FALSE,FALSE,TRUE,1
braintree-usd-tdr,Braintree - Total Drive - USD,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,USD,Total Drive - 465737 - 020484101,Total Drive,465737,20484101,TRUE,FALSE,TRUE,1
braintree-usd-tdr-gp,Braintree - Total Drive - USD,Braintree EU - Total Drive,Braintree EU - Total Drive,Braintree,Total Drive,USD,,,,,FALSE,FALSE,TRUE,1
worldpay-usd-tdr-nt,WorldPay - Total Drive - USD,WorldPay - Total Drive,WorldPay - Total Drive,WorldPay,Total Drive,USD,,,490641,3.96E+11,TRUE,FALSE,TRUE,1
worldpay-usd-tdr,WorldPay - Total Drive - USD,WorldPay - Total Drive,WorldPay - Total Drive,WorldPay,Total Drive,USD,,,490641,3.96E+11,FALSE,FALSE,TRUE,1
epx-usd-tdr,EPX - Total Drive - USD,EPX - Total Drive,EPX - Total Drive,EPX,Total Drive,USD,,,429128,A0000000000NXRB,FALSE,FALSE,TRUE,1
adyen-gbp-tdr-us,Adyen USA - Total Drive,Adyen_TotalDrive,Adyen_TotalDrive_US,Adyen,Total Drive,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-eur-tdr-us,Adyen USA - Total Drive,Adyen_TotalDrive,Adyen_TotalDrive_US,Adyen,Total Drive,EUR,,,,,FALSE,FALSE,TRUE,1
adyen-usd-tdr-backup,Adyen USA - Total Drive Backup,Adyen_TotalDriveBackup,Adyen_TotalDriveBackup_US,Adyen,Total Drive,USD,,,,,TRUE,FALSE,TRUE,1
adyen-usd-tdr-secure,Adyen USA - Total Drive Secure,Adyen_TotalDriveSecure,Adyen_TotalDriveSecure_US,Adyen,Total Drive,USD,,,,,TRUE,FALSE,TRUE,1
woodforest-usd-tdr,WoodForest - Total Drive - USD,WoodForest - Total Drive,WoodForest - Total Drive,WoodForest,Total Drive,USD,,,,,TRUE,FALSE,FALSE,1
paypal-gbp-tdr,Paypal,Paypal,Paypal,Paypal,Total Drive,GBP,,,,,FALSE,FALSE,FALSE,1
adyen-gbp-tdr-backup,Adyen EMEA - Total Drive Backup,Adyen_TotalDriveBackup,Adyen_TotalDriveBackup_EMEA,Adyen,Total Drive,GBP,,,,,TRUE,FALSE,TRUE,1
adyen-gbp-tdr-secure,Adyen EMEA - Total Drive Secure,Adyen_TotalDriveSecure,Adyen_TotalDriveSecure_EMEA,Adyen,Total Drive,GBP,,,,,TRUE,FALSE,TRUE,1
adyen-tpw-emea,Adyen - Total Password - ,Adyen_TotalPassword,Adyen_TotalPassword_EMEA,Adyen,Total Password,,,,,,FALSE,TRUE,TRUE,1
adyen-aud-tpw,Adyen - Total Password - AUD,Adyen_TotalPassword,Adyen_TotalPassword_US,Adyen,Total Password,AUD,TOTALPASSWORD.COM - 479338 - 479338002174124,TOTALPASSWORD.COM,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-cad-tpw,Adyen - Total Password - CAD,Adyen_TotalPassword,Adyen_TotalPassword_US,Adyen,Total Password,CAD,TOTALPASSWORD.COM - 479338 - 479338002174124,TOTALPASSWORD.COM,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-eur-tpw,Adyen - Total Password - EUR,Adyen_TotalPassword,Adyen_TotalPassword_EMEA,Adyen,Total Password,EUR,TOTALPASSWORD.COM - 487530 - 487530001668615,TOTALPASSWORD.COM,487530,4.88E+14,FALSE,FALSE,TRUE,1
adyen-gbp-tpw,Adyen - Total Password - GBP,Adyen_TotalPassword,Adyen_TotalPassword_EMEA,Adyen,Total Password,GBP,TOTALPASSWORD.COM - 487530 - 487530001668615,TOTALPASSWORD.COM,487530,4.88E+14,FALSE,FALSE,TRUE,1
adyen-tpw-us,Adyen - Total Password - USD,Adyen_TotalPassword,Adyen_TotalPassword_US,Adyen,Total Password,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-tpw,Adyen - Total Password - USD,Adyen_TotalPassword,Adyen_TotalPassword_US,Adyen,Total Password,USD,TOTALPASSWORD.COM - 479338 - 479338002174124,TOTALPASSWORD.COM,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-usd-tpw-x-tab,Adyen - Total Password - USD,Adyen_TotalPassword,Adyen_TotalPassword_US,Adyen,Total Password,USD,TOTALPASSWORD.COM - 479338 - 479338002174124,TOTALPASSWORD.COM,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-usd-tpw-x-tav,Adyen - Total Password - USD,Adyen_TotalPassword,Adyen_TotalPassword_US,Adyen,Total Password,USD,TOTALPASSWORD.COM - 479338 - 479338002174124,TOTALPASSWORD.COM,479338,4.79E+14,FALSE,FALSE,TRUE,1
bancard-usd-tpw,Bancard - Total Password - USD,Bancard - Total Password,Bancard - Total Password,Bancard,Total Password,USD,,,,,FALSE,FALSE,FALSE,1
braintree-aud-tpw,Braintree - Total Password - AUD,Braintree EU - Total Password,Braintree EU - Total Password AUD,Braintree,Total Password,AUD,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-aud-tpw-gp,Braintree - Total Password - AUD,Braintree EU - Total Password,Braintree EU - Total Password AUD,Braintree,Total Password,AUD,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-cad-tpw,Braintree - Total Password - CAD,Braintree EU - Total Password,Braintree EU - Total Password CAD,Braintree,Total Password,CAD,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-cad-tpw-gp,Braintree - Total Password - CAD,Braintree USA - Total Password,Braintree USA - Total Password CAD,Braintree,Total Password,CAD,,ProtectedNet,,,FALSE,FALSE,TRUE,1
braintree-eur-tpw,Braintree - Total Password - EUR,Braintree EU - Total Password,Braintree EU - Total Password EUR,Braintree,Total Password,EUR,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-eur-tpw-gp,Braintree - Total Password - EUR,Braintree EU - Total Password,Braintree EU - Total Password EUR,Braintree,Total Password,EUR,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-gbp-tpw,Braintree - Total Password - GBP,Braintree EU - Total Password,Braintree EU - Total Password GBP,Braintree,Total Password,GBP,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-gbp-tpw-gp,Braintree - Total Password - GBP,Braintree EU - Total Password,Braintree EU - Total Password GBP,Braintree,Total Password,GBP,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-usd-tpw,Braintree - Total Password - USD,Braintree EU - Total Password,Braintree EU - Total Password USD,Braintree,Total Password,USD,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
braintree-usd-tpw-gp,Braintree - Total Password - USD,Braintree EU - Total Password,Braintree EU - Total Password USD,Braintree,Total Password,USD,Total Password - 465737 - 020455482,Total Password,465737,20455482,FALSE,FALSE,TRUE,1
cwams-usd-tpw,Cardworks - Total Password - USD,Cardworks - Total Password,Cardworks - Total Password,Cardworks,Total Password,USD,TOTALPASSWORD.COM - 411859 - 419100095937000,TOTALPASSWORD.COM,411859,4.19E+14,FALSE,FALSE,FALSE,1
paysafe-aud-tpw,PaySafe - Total Password - AUD,PaySafe - Total Password,PaySafe UK - Total Password AUD,PaySafe,Total Password,AUD,TotalPassword - 458518 - 00291652,TotalPassword,458518,291652,FALSE,TRUE,TRUE,1
paysafe-aud-tpw-gp,PaySafe - Total Password - AUD - GP,PaySafe - Total Password,PaySafe UK - Total Password AUD,PaySafe,Total Password,AUD,TotalPassword - 458518 - 00291652,TotalPassword,458518,291652,FALSE,TRUE,TRUE,1
paysafe-cad-tpw,PaySafe - Total Password - CAD,PaySafe - Total Password,PaySafe UK - Total Password CAD,PaySafe,Total Password,CAD,TotalPassword - 458518 - 00291662,TotalPassword,458518,291662,FALSE,FALSE,TRUE,1
paysafe-cad-tpw-gp,PaySafe - Total Password - CAD,PaySafe - Total Password,PaySafe - Total Password - CAD,PaySafe,Total Password,CAD,,,,,FALSE,FALSE,TRUE,1
paysafe-eur-tpw,PaySafe - Total Password - EUR,PaySafe - Total Password,PaySafe UK - Total Password EUR,PaySafe,Total Password,EUR,,,,,FALSE,FALSE,FALSE,1
paysafe-gbp-tpw,PaySafe - Total Password - GBP,PaySafe - Total Password,PaySafe UK - Total Password GBP,PaySafe,Total Password,GBP,,,458518,291672,FALSE,FALSE,FALSE,1
paysafe-gbp-tpw-gp,PaySafe - Total Password - GBP,PaySafe - Total Password,PaySafe - Total Password - GBP,PaySafe,Total Password,GBP,,,,,FALSE,FALSE,FALSE,1
paysafe-usd-tpw,PaySafe - Total Password - USD,PaySafe - Total Password,PaySafe UK - Total Password USD,PaySafe,Total Password,USD,TotalPassword - 458518 - 00291682,TotalPassword,458518,291682,FALSE,TRUE,TRUE,1
paysafe-usd-tpw-gp,PaySafe - Total Password - USD,PaySafe - Total Password,PaySafe - Total Password - USD,PaySafe,Total Password,USD,,,,,FALSE,TRUE,TRUE,1
trustpayments-usd-tpw,TrustPayments - Total Password - USD,TrustPayments - Total Password,TrustPayments - Total Password - USD,TrustPayments,Total Password,USD,,,,,FALSE,FALSE,FALSE,1
paypal-gbp-tpw,Paypal,Paypal,Paypal,Paypal,Total Password,GBP,,,,,FALSE,FALSE,FALSE,1
paypal-usd-tpw,Paypal,Paypal,Paypal,Paypal,Total Password,USD,,,,,FALSE,FALSE,FALSE,1
paypal-aud-tpw,Paypal,Paypal,Paypal,Paypal,Total Password,AUD,,,,,FALSE,FALSE,FALSE,1
paypal-eur-tpw,Paypal,Paypal,Paypal,Paypal,Total Password,EUR,,,,,FALSE,FALSE,FALSE,1
paypal-cad-tpw,Paypal,Paypal,Paypal,Paypal,Total Password,CAD,,,,,FALSE,FALSE,FALSE,1
worldpay-usd-tsc-x-tvn,WorldPay - Total Security - USD,WorldPay - Total Security,WorldPay - Total Security,WorldPay,Total Security,USD,,,,,FALSE,FALSE,TRUE,1
adyen-aud-tvn,Adyen - Total VPN - AUD,Adyen_TotalVPN,Adyen_TotalVPN_US,Adyen,Total VPN,AUD,,,,,FALSE,FALSE,TRUE,1
adyen-cad-tvn,Adyen - Total VPN - CAD,Adyen_TotalVPN,Adyen_TotalVPN_US,Adyen,Total VPN,CAD,,,,,FALSE,FALSE,TRUE,1
adyen-eur-tvn,Adyen - Total VPN - EUR,Adyen_TotalVPN,Adyen_TotalVPN_EMEA,Adyen,Total VPN,EUR,TotalVPN.com - 487530 - 487530001780741,TotalVPN.com,487530,4.88E+14,FALSE,FALSE,TRUE,1
adyen-eur-tvn-us-gp,Adyen - Total VPN - EUR,Adyen_TotalVPN,Adyen_TotalVPN_US,Adyen,Total VPN,EUR,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-tvn,Adyen - Total VPN - GBP,Adyen_TotalVPN,Adyen_TotalVPN_EMEA,Adyen,Total VPN,GBP,TotalVPN.com - 487530 - 487530001780741,TotalVPN.com,487530,4.88E+14,FALSE,FALSE,TRUE,1
adyen-gbp-tvn-test,Adyen - Total VPN - GBP,Adyen_TotalVPN,Adyen_TotalVPN_EMEA,Adyen,Total VPN,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-tvn-us-gp,Adyen - Total VPN - GBP,Adyen_TotalVPN,Adyen_TotalVPN_US,Adyen,Total VPN,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-usd-tvn,Adyen - Total VPN - USD,Adyen_TotalVPN,Adyen_TotalVPN_US,Adyen,Total VPN,USD,,,479338,4.79E+14,FALSE,FALSE,TRUE,1
adyen-usd-tvn-test,Adyen - Total VPN - USD,Adyen_TotalVPN,Adyen_TotalVPN_US,Adyen,Total VPN,USD,,,,,FALSE,FALSE,TRUE,1
authorize-usd-tvn,Authorize - Total VPN - USD,Authorize - Total VPN,Authorize - Total VPN,Authorize,Total VPN,USD,,,,,FALSE,FALSE,FALSE,1
braintree-aud-tvn,Braintree - Total VPN - AUD,Braintree EU - Total VPN,Braintree EU - Total VPN AUD,Braintree,Total VPN,AUD,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-aud-tvn-gp,Braintree - Total VPN - AUD,Braintree EU - Total VPN,Braintree EU - Total VPN AUD,Braintree,Total VPN,AUD,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
