gatewayFid,MIDActual,vampMid,mastercardMid,gateway,brand,currency,RDR Merchant Name,DBA,BIN,CAID,IsActive,isCrossBorder,processWallet,Duplicate ?
braintree-cad-tvn,Braintree - Total VPN - CAD,Braintree EU - Total VPN,Braintree EU - Total VPN CAD,Braintree,Total VPN,CAD,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-cad-tvn-gp,Braintree - Total VPN - CAD,Braintree EU - Total VPN,Braintree EU - Total VPN CAD,Braintree,Total VPN,CAD,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-eur-tvn,Braintree - Total VPN - EUR,Braintree EU - Total VPN,Braintree EU - Total VPN EUR,Braintree,Total VPN,EUR,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-eur-tvn-gp,Braintree - Total VPN - EUR,Braintree EU - Total VPN,Braintree EU - Total VPN EUR,Braintree,Total VPN,EUR,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-gbp-tvn,Braintree - Total VPN - GBP,Braintree EU - Total VPN,Braintree EU - Total VPN GBP,Braintree,Total VPN,GBP,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-gbp-tvn-gp,Braintree - Total VPN - GBP,Braintree EU - Total VPN,Braintree EU - Total VPN GBP,Braintree,Total VPN,GBP,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-usd-tvn,Braintree - Total VPN - USD,Braintree EU - Total VPN,Braintree EU - Total VPN USD,Braintree,Total VPN,USD,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
braintree-usd-tvn-gp,Braintree - Total VPN - USD,Braintree EU - Total VPN,Braintree EU - Total VPN USD,Braintree,Total VPN,USD,Total VPN - 465737 - 020484094,Total VPN,465737,20484094,FALSE,FALSE,TRUE,1
cwams-usd-tvn,Cardworks - Total VPN - USD,Cardworks - Total VPN,Cardworks - Total VPN,Cardworks,Total VPN,USD,,,,,FALSE,FALSE,FALSE,1
epx-usd-tvn,EPX - Total VPN - USD,EPX USA - Total VPN,EPX USA - Total VPN,EPX,Total VPN,USD,,ProtectedNet,429128,A0000000000N5B5,FALSE,FALSE,TRUE,1
merrick-usd-tvn,Merrick - Total VPN - USD,Merrick - Total VPN,Merrick - Total VPN - USD,Merrick,Total VPN,USD,,,,,FALSE,TRUE,FALSE,1
paysafe-aud-tvn,PaySafe - Total VPN - AUD,PaySafe - Total VPN,PaySafe - Total VPN - AUD,PaySafe,Total VPN,AUD,,,,,FALSE,TRUE,TRUE,1
paysafe-aud-tvn-gp,PaySafe - Total VPN - AUD,PaySafe - Total VPN,PaySafe - Total VPN - AUD,PaySafe,Total VPN,AUD,,,,,FALSE,TRUE,TRUE,1
paysafe-cad-tvn,PaySafe - Total VPN - CAD,PaySafe - Total VPN,PaySafe - Total VPN - CAD,PaySafe,Total VPN,CAD,,,,,FALSE,FALSE,TRUE,1
paysafe-cad-tvn-gp,PaySafe - Total VPN - CAD,PaySafe - Total VPN,PaySafe - Total VPN - CAD,PaySafe,Total VPN,CAD,,,,,FALSE,FALSE,TRUE,1
paysafe-gbp-tvn,PaySafe - Total VPN - GBP,PaySafe - Total VPN,PaySafe - Total VPN - GBP,PaySafe,Total VPN,GBP,,,,,FALSE,FALSE,FALSE,1
paysafe-gbp-tvn-gp,PaySafe - Total VPN - GBP,PaySafe - Total VPN,PaySafe - Total VPN - GBP,PaySafe,Total VPN,GBP,,,,,FALSE,FALSE,FALSE,1
paysafe-usd-tvn,PaySafe - Total VPN - USD,PaySafe - Total VPN,PaySafe - Total VPN - USD,PaySafe,Total VPN,USD,,,,,FALSE,TRUE,TRUE,1
worldpay-aud-tvn,WorldPay - Total VPN - AUD,WorldPay - Total VPN,WorldPay - Total VPN,WorldPay,Total VPN,AUD,,,,,FALSE,FALSE,TRUE,1
worldpay-cad-tvn,WorldPay - Total VPN - CAD,WorldPay - Total VPN,WorldPay - Total VPN,WorldPay,Total VPN,CAD,,,,,FALSE,FALSE,TRUE,1
worldpay-eur-tvn,WorldPay - Total VPN - EUR,WorldPay - Total VPN,WorldPay - Total VPN,WorldPay,Total VPN,EUR,,,,,FALSE,TRUE,TRUE,1
worldpay-gbp-tvn,WorldPay - Total VPN - GBP,WorldPay - Total VPN,WorldPay - Total VPN,WorldPay,Total VPN,GBP,,,,,FALSE,TRUE,TRUE,1
worldpay-usd-tvn,WorldPay - Total VPN - USD,WorldPay - Total VPN,WorldPay - Total VPN,WorldPay,Total VPN,USD,,,490641,3.96E+11,FALSE,FALSE,TRUE,1
epx-usd-tvn-v2,EPX - Total VPN - USD,EPX - Total VPN,EPX - Total VPN,EPX,Total VPN,USD,,,,,FALSE,FALSE,TRUE,1
woodforest-usd-tvn,WoodForest - Total VPN - USD,WoodForest - Total VPN,WoodForest - Total VPN,WoodForest,Total VPN,USD,,,,,FALSE,FALSE,FALSE,1
paypal-gbp-tvn,Paypal,Paypal,Paypal,Paypal,Total VPN,GBP,,,,,FALSE,FALSE,FALSE,1
paypal-usd-tvn,Paypal,Paypal,Paypal,Paypal,Total VPN,USD,,,,,FALSE,FALSE,FALSE,1
paypal-aud-tvn,Paypal,Paypal,Paypal,Paypal,Total VPN,AUD,,,,,FALSE,FALSE,FALSE,1
paypal-eur-tvn,Paypal,Paypal,Paypal,Paypal,Total VPN,EUR,,,,,FALSE,FALSE,FALSE,1
paypal-cad-tvn,Paypal,Paypal,Paypal,Paypal,Total VPN,CAD,,,,,FALSE,FALSE,FALSE,1
adyen-aud-tws,Adyen - Total Webshield - AUD,Adyen_Totalwebshield,Adyen_Totalwebshield_US,Adyen,Total Webshield,AUD,,,,,FALSE,FALSE,TRUE,1
adyen-cad-tws,Adyen - Total Webshield - CAD,Adyen_Totalwebshield,Adyen_Totalwebshield_US,Adyen,Total Webshield,CAD,,,,,FALSE,FALSE,TRUE,1
adyen-eur-tws,Adyen - Total Webshield - EUR,Adyen_Totalwebshield,Adyen_Totalwebshield_EMEA,Adyen,Total Webshield,EUR,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-mc-tws,Adyen - Total Webshield - GBP,Adyen_Totalwebshield,Adyen_Totalwebshield_EMEA,Adyen,Total Webshield,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-tws,Adyen - Total Webshield - GBP,Adyen_Totalwebshield,Adyen_Totalwebshield_EMEA,Adyen,Total Webshield,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-vi-tws,Adyen - Total Webshield - GBP,Adyen_Totalwebshield,Adyen_Totalwebshield_EMEA,Adyen,Total Webshield,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-usd-tws,Adyen - Total Webshield - USD,Adyen_Totalwebshield,Adyen_Totalwebshield_US,Adyen,Total Webshield,USD,,,479338,4.79E+14,FALSE,FALSE,TRUE,1
bancard-usd-tws,Bancard - Total Webshield - USD,Bancard - Total Webshield,Bancard - Total Webshield,Bancard,Total Webshield,USD,,,,,FALSE,FALSE,FALSE,1
braintree-aud-tws-pcib,Braintree - Total Webshield - AUD,Braintree EU - Total Webshield,Braintree EU - Total Webshield AUD,Braintree,Total Webshield,AUD,Total Webshield - 465737 - 020421036,Total Webshield,465737,20421036,FALSE,FALSE,TRUE,1
braintree-cad-tws-pcib,Braintree - Total Webshield - CAD,Braintree EU - Total Webshield,Braintree EU - Total Webshield CAD,Braintree,Total Webshield,CAD,Total Webshield - 465737 - 020421036,Total Webshield,465737,20421036,FALSE,FALSE,TRUE,1
braintree-eur-tws-pcib,Braintree - Total Webshield - EUR,Braintree EU - Total Webshield,Braintree EU - Total Webshield EUR,Braintree,Total Webshield,EUR,Total Webshield - 465737 - 020421036,Total Webshield,465737,20421036,FALSE,FALSE,TRUE,1
braintree-gbp-tws-pcib,Braintree - Total Webshield - GBP,Braintree EU - Total Webshield,Braintree EU - Total Webshield GBP,Braintree,Total Webshield,GBP,Total Webshield - 465737 - 020421036,Total Webshield,465737,20421036,FALSE,FALSE,TRUE,1
braintree-usd-tws-pcib,Braintree - Total Webshield - USD,Braintree EU - Total Webshield,Braintree EU - Total Webshield USD,Braintree,Total Webshield,USD,Total Webshield - 465737 - 020421036,Total Webshield,465737,20421036,FALSE,FALSE,TRUE,1
cwams-usd-tws,Cardworks - Total Webshield - USD,Cardworks - Total Webshield,Cardworks - Total Webshield,Cardworks,Total Webshield,USD,TOTALWEBSHIELD.COM - 411859 - 419100095955000,TOTALWEBSHIELD.COM,411859,4.19E+14,FALSE,FALSE,FALSE,1
checkout-aud-tws-pcib,Checkout - Total Webshield - AUD,Checkout - Total Webshield,Checkout - Total Webshield,Checkout,Total Webshield,AUD,totalwebshield.com - 402121 - 000000000211228,totalwebshield.com,402121,211228,FALSE,FALSE,TRUE,1
checkout-cad-tws-pcib,Checkout - Total Webshield - CAD,Checkout - Total Webshield,Checkout - Total Webshield,Checkout,Total Webshield,CAD,totalwebshield.com - 402121 - 000000000211228,totalwebshield.com,402121,211228,FALSE,FALSE,TRUE,1
checkout-eur-tws-pcib,Checkout - Total Webshield - EUR,Checkout - Total Webshield,Checkout - Total Webshield,Checkout,Total Webshield,EUR,totalwebshield.com - 402121 - 000000000211228,totalwebshield.com,402121,211228,FALSE,FALSE,TRUE,1
checkout-gbp-tws-pcib,Checkout - Total Webshield - GBP,Checkout - Total Webshield,Checkout - Total Webshield,Checkout,Total Webshield,GBP,totalwebshield.com - 402121 - 000000000211228,totalwebshield.com,402121,211228,FALSE,FALSE,TRUE,1
checkout-usd-tws-pcib,Checkout - Total Webshield - USD,Checkout - Total Webshield,Checkout - Total Webshield,Checkout,Total Webshield,USD,totaladblock.com - 402121 - 000000000211227,totaladblock.com,402121,211227,FALSE,TRUE,TRUE,1
paysafe-aud-tws-pcib,PaySafe - Total Webshield - AUD,PaySafe - Total Webshield,PaySafe UK - Total Webshield AUD,PaySafe,Total Webshield,AUD,,,458518,267492,FALSE,TRUE,TRUE,1
paysafe-cad-tws-pcib,PaySafe - Total Webshield - CAD,PaySafe - Total Webshield,PaySafe UK - Total Webshield CAD,PaySafe,Total Webshield,CAD,TOTALWEBSHIELD - 458518 - 00267502,TOTALWEBSHIELD,458518,267502,FALSE,FALSE,TRUE,1
paysafe-eur-tws-pcib,PaySafe - Total Webshield - EUR,PaySafe - Total Webshield,PaySafe UK - Total Webshield EUR,PaySafe,Total Webshield,EUR,TOTALWEBSHIELD - 458518 - 00267512,TOTALWEBSHIELD,458518,267512,FALSE,FALSE,FALSE,1
paysafe-gbp-tws-pcib,PaySafe - Total Webshield - GBP,PaySafe - Total Webshield,PaySafe UK - Total Webshield GBP,PaySafe,Total Webshield,GBP,TOTALWEBSHIELD - 458518 - 00267482,TOTALWEBSHIELD,458518,267482,FALSE,FALSE,FALSE,1
paysafe-usd-1003031054,PaySafe - Total Webshield - USD,PaySafe - Total Webshield,PaySafe - Total Webshield - USD,PaySafe,Total Webshield,USD,,,,,FALSE,TRUE,TRUE,1
paysafe-usd-tws-pcib,PaySafe - Total Webshield - USD,PaySafe - Total Webshield,PaySafe UK - Total Webshield USD,PaySafe,Total Webshield,USD,TOTALWEBSHIELD - 458518 - 00267522,TOTALWEBSHIELD,458518,267522,FALSE,TRUE,TRUE,1
trustpayments-cad-tws,TrustPayments - Total Webshield - CAD,TrustPayments - Total Webshield,TrustPayments - Total Webshield - CAD,TrustPayments,Total Webshield,CAD,,,,,FALSE,FALSE,FALSE,1
trustpayments-usd-tws,TrustPayments - Total Webshield - USD,TrustPayments - Total Webshield,TrustPayments - Total Webshield - USD,TrustPayments,Total Webshield,USD,,,,,FALSE,FALSE,FALSE,1
paypal-gbp-tws,Paypal,Paypal,Paypal,Paypal,Total Webshield,GBP,,,,,FALSE,FALSE,FALSE,1
paypal-aud-tws,Paypal,Paypal,Paypal,Paypal,Total Webshield,AUD,,,,,FALSE,FALSE,FALSE,1
paypal-eur-tws,Paypal,Paypal,Paypal,Paypal,Total Webshield,EUR,,,,,FALSE,FALSE,FALSE,1
paypal-usd-tws,Paypal,Paypal,Paypal,Paypal,Total Webshield,USD,,,,,FALSE,FALSE,FALSE,1
paypal-cad-tws,Paypal,Paypal,Paypal,Paypal,Total Webshield,CAD,,,,,FALSE,FALSE,FALSE,1
braintree-usd-totalavinstant,Braintree USA - Total AV,Braintree USA - Total AV,Braintree USA - Total AV,Braintree,totalavinstant,USD,TOTALAV.COM - 411641 - 526448392880,TOTALAV.COM,411641,5.26E+11,FALSE,FALSE,TRUE,1
adyen-usd-pango,Adyen - Ultra Antivirus - USD,Adyen - Ultra Antivirus,Adyen USA - Ultra Antivirus USD,Adyen,Ultra Antivirus,USD,,PANGO,,,FALSE,FALSE,TRUE,1
adyen-usd-tav-pango,Adyen - Ultra Antivirus - USD,Adyen - Ultra Antivirus,Adyen - Ultra Antivirus - USD,Adyen,Ultra Antivirus,USD,Get From PANGO,,,,FALSE,FALSE,TRUE,1
adyen-usd-tpw-x-pango,Adyen - Ultra Antivirus - USD,Adyen - Ultra Antivirus,Adyen - Ultra Antivirus - USD,Adyen,Ultra Antivirus,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-hyphen,Adyen - Ultra-Antivirus - USD,Adyen - Ultra-Antivirus,Adyen USA - Ultra-Antivirus USD,Adyen,Ultra Antivirus,USD,,PANGO,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-premium,Adyen - Ultraavpremium - USD,Adyen - Ultraavpremium,Adyen - Ultraavpremium - USD,Adyen,Ultra Antivirus,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-secure,Adyen - Ultraavsecure - USD,Adyen - Ultraavsecure,Adyen - Ultraavsecure - USD,Adyen,Ultra Antivirus,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-security,Adyen - Ultraavsecure - USD,Adyen - Ultraavsecurity,Adyen - Ultraavsecure - USD,Adyen,Ultra Antivirus,USD,,,,,FALSE,FALSE,TRUE,1
authorize-usd-pango,Authorize - Ultra Antivirus - USD,Authorize - Ultra Antivirus,Authorize - Ultra Antivirus,Authorize,Ultra Antivirus,USD,,,,,FALSE,FALSE,FALSE,1
braintree-usd-pango,Braintree - Ultra Antivirus - USD,Braintree USA - Ultra Antivirus,Braintree USA - Ultra Antivirus,Braintree,Ultra Antivirus,USD,,PANGO,,,FALSE,FALSE,TRUE,1
braintree-usd-tav-pango,Braintree - Ultra Antivirus - USD,Braintree USA - Ultra Antivirus,Braintree USA - Ultra Antivirus,Braintree,Ultra Antivirus,USD,,,,,FALSE,FALSE,TRUE,1
epx-usd-pango,EPX - Ultra Antivirus - USD,EPX USA - Ultra Antivirus,EPX USA - Ultra Antivirus,EPX,Ultra Antivirus,USD,,PANGO,,,FALSE,FALSE,TRUE,1
paysafe-usd-pango,PaySafe - Ultra Antivirus - USD,PaySafe - Ultra Antivirus,PaySafe USA - Ultra Antivirus USD,PaySafe,Ultra Antivirus,USD,,PANGO,,,FALSE,TRUE,TRUE,1
worldpay-usd-pango,WorldPay - Ultra Antivirus - USD,WorldPay - Ultra Antivirus,WorldPay - Ultra Antivirus,WorldPay,Ultra Antivirus,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-defender,Adyen - Ultraavdefender - USD,Adyen - Ultraavdefender,Adyen - Ultraavdefender - USD,Adyen,Ultraavdefender,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-defense,Adyen - Ultraavdefense - USD,Adyen - Ultraavdefense,Adyen - Ultraavdefense - USD,Adyen,Ultraavdefense,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-pro,Adyen - Ultraavpro - USD,Adyen - Ultraavpro,Adyen - Ultraavpro - USD,Adyen,Ultraavpro,USD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-protection,Adyen - Ultraavprotection - USD,Adyen - Ultraavprotection,Adyen - Ultraavprotection - USD,Adyen,Ultraavprotection,USD,,,,,FALSE,FALSE,TRUE,1
paypal-usd-tdr,Paypal - Total Drive - USD,Paypal - Total Drive,Paypal - Total Drive - USD,Paypal,Total Drive,USD,,,,,FALSE,FALSE,FALSE,1
paypal-cad-tdr,Paypal - Total Drive - CAD,Paypal - Total Drive,Paypal - Total Drive - CAD,Paypal,Total Drive,CAD,,,,,FALSE,FALSE,FALSE,1
paypal-aud-tdr,Paypal - Total Drive - AUD,Paypal - Total Drive,Paypal - Total Drive - AUD,Paypal,Total Drive,AUD,,,,,FALSE,FALSE,FALSE,1
paypal-eur-tdr,Paypal - Total Drive - EUR,Paypal - Total Drive,Paypal - Total Drive - EUR,Paypal,Total Drive,EUR,,,,,FALSE,FALSE,FALSE,1
adyen-eur-tav-za,Adyen EMEA - Total AV,Adyen_TotalAV,Adyen_TotalAV_EMEA,Adyen,Total AV,EUR,,,,,FALSE,FALSE,TRUE,1
adyen-gbp-betternet,Adyen - BetterNet - GBP,Adyen - BetterNet,Adyen - BetterNet - GBP,Adyen,BetterNet,GBP,,,,,FALSE,FALSE,TRUE,1
adyen-usd-betternet,Adyen - BetterNet - USD,Adyen - BetterNet,Adyen - BetterNet - USD,Adyen,BetterNet,USD,,,,,FALSE,FALSE,TRUE,1
adyen-eur-betternet,Adyen - BetterNet - EUR,Adyen - BetterNet,Adyen - BetterNet - EUR,Adyen,BetterNet,EUR,,,,,FALSE,FALSE,TRUE,1
paypal-usd-hss,Paypal - Hotspot Shield - USD,Paypal - Hotspot Shield,Paypal - Hotspot Shield - USD,Paypal,Hotspot Shield,USD,,,,,FALSE,FALSE,FALSE,1
adyen-usd-hss,Adyen - Hotspot Shield - USD,Adyen - Hotspot Shield,Adyen - Hotspot Shield - USD,Adyen,Hotspot Shield,USD,,,,,FALSE,FALSE,TRUE,1
paypal-gbp-betternet,Paypal - BetterNet - GBP,Paypal - BetterNet,Paypal - BetterNet - GBP,Paypal,BetterNet,GBP,,,,,FALSE,FALSE,FALSE,1
braintree-usd-tws,Braintree - Total Webshield - USD,Braintree - Total Webshield,Braintree - Total Webshield - USD,Braintree,Total Webshield,USD,,,,,FALSE,FALSE,TRUE,1
braintree-gbp-tws,Braintree - Total Webshield - GBP,Braintree - Total Webshield,Braintree - Total Webshield - GBP,Braintree,Total Webshield,GBP,,,,,FALSE,FALSE,TRUE,1
braintree-cad-totalavcad,Braintree - TotalAV - CAD,Braintree - TotalAV,Braintree - TotalAV - CAD,Braintree,Total AV,CAD,,,,,FALSE,FALSE,TRUE,1
adyen-usd-pango-guardian,Adyen - Guradian - USD,Adyen - Guradian,Adyen - Guradian - USD,Adyen,Guradian,USD,,,,,FALSE,FALSE,TRUE,1
paypal-usd-betternet,Paypal - BetterNet - USD,Paypal - BetterNet,Paypal - BetterNet - USD,Paypal,BetterNet,USD,,,,,FALSE,FALSE,FALSE,1
adyen-aud-betternet,Adyen - BetterNet - AUD,Adyen - BetterNet,Adyen - BetterNet - AUD,Adyen,BetterNet,AUD,,,,,FALSE,FALSE,TRUE,1
adyen-cad-betternet,Adyen - BetterNet - CAD,Adyen - BetterNet,Adyen - BetterNet - CAD,Adyen,BetterNet,CAD,,,,,FALSE,FALSE,TRUE,1
paypal-eur-betternet,Paypal - BetterNet - EUR,Paypal - BetterNet,Paypal - BetterNet - EUR,Paypal,BetterNet,EUR,,,,,FALSE,FALSE,FALSE,1
paypal-cad-betternet,Paypal - BetterNet - CAD,Paypal - BetterNet,Paypal - BetterNet - CAD,Paypal,BetterNet,CAD,,,,,FALSE,FALSE,FALSE,1
paypal-usd-vpn360,Paypal - VPN360 - USD,Paypal - VPN360,Paypal - VPN360 - USD,Paypal,VPN360,USD,,,,,FALSE,FALSE,FALSE,1
adyen-usd-vpn360,Adyen - VPN360 - USD,Adyen - VPN360,Adyen - VPN360 - USD,Adyen,VPN360,USD,,,,,FALSE,FALSE,TRUE,1
paypal-gbp-hss,Paypal - Hotspot Shield - GBP,Paypal - Hotspot Shield,Paypal - Hotspot Shield - GBP,Paypal,Hotspot Shield,GBP,,,,,FALSE,FALSE,FALSE,1
adyen-usd-tav-na,Adyen - TotalAV - USD,Adyen - TotalAV - NA,Adyen - TotalAV - USD,Adyen,Total AV,USD,,,,,TRUE,FALSE,TRUE,1
adyen-usd-tdr-na,Adyen - Total Drive - USD,Adyen - Total Drive - NA,Adyen - Total Drive - USD,Adyen,Total Drive,USD,,,,,TRUE,FALSE,TRUE,1
adyen-usd-tab-na,Adyen - Total Adblock - USD,Adyen - Total Adblock - NA,Adyen - Total Adblock - USD,Adyen,Total Adblock,USD,,,,,TRUE,FALSE,TRUE,1
adyen-usd-tvn-na,Adyen - Total VPN - USD,Adyen - Total VPN - NA,Adyen - Total VPN - USD,Adyen,Total VPN,USD,,,,,TRUE,FALSE,TRUE,1
adyen-usd-tcl-na,Adyen - Total Cleaner - USD,Adyen - Total Cleaner - NA,Adyen - Total Cleaner - USD,Adyen,Total Cleaner,USD,,,,,TRUE,FALSE,TRUE,1
adyen-gbp-hss,Adyen - Hotspot Shield - GBP,Adyen - Hotspot Shield,Adyen - Hotspot Shield - GBP,Adyen,Hotspot Shield,GBP,,,,,FALSE,FALSE,TRUE,1
stripe-betternet,Stripe - BetterNet - USD,Stripe - BetterNet,Stripe - BetterNet - USD,Stripe,BetterNet,USD,,,,,FALSE,FALSE,FALSE,1
paypal-aud-betternet,Paypal - BetterNet - AUD,Paypal - BetterNet,Paypal - BetterNet - AUD,Paypal,BetterNet,AUD,,,,,FALSE,FALSE,FALSE,1
stripe-vpn360,Stripe - VPN360 - USD,Stripe - VPN360,Stripe - VPN360 - USD,Stripe,VPN360,USD,,,,,FALSE,FALSE,FALSE,1